movieId,centGroup,close1,close2,close3,close4,far1,far2,far3,far4
135260,160,445,78,226,126,370,263,57,362
4542,160,445,78,226,126,370,263,57,362
122222,160,445,78,226,126,370,263,57,362
148638,160,445,78,226,126,370,263,57,362
110229,160,445,78,226,126,370,263,57,362
108241,160,445,78,226,126,370,263,57,362
77204,160,445,78,226,126,370,263,57,362
102323,160,445,78,226,126,370,263,57,362
92872,160,445,78,226,126,370,263,57,362
171605,160,445,78,226,126,370,263,57,362
169458,160,445,78,226,126,370,263,57,362
4073,160,445,78,226,126,370,263,57,362
172791,160,445,78,226,126,370,263,57,362
104576,160,445,78,226,126,370,263,57,362
169902,160,445,78,226,126,370,263,57,362
106138,160,445,78,226,126,370,263,57,362
104376,160,445,78,226,126,370,263,57,362
54826,160,445,78,226,126,370,263,57,362
115955,160,445,78,226,126,370,263,57,362
136646,160,445,78,226,126,370,263,57,362
117358,160,445,78,226,126,370,263,57,362
174023,160,445,78,226,126,370,263,57,362
176119,160,445,78,226,126,370,263,57,362
110546,160,445,78,226,126,370,263,57,362
55292,160,445,78,226,126,370,263,57,362
166443,160,445,78,226,126,370,263,57,362
116783,160,445,78,226,126,370,263,57,362
173215,160,445,78,226,126,370,263,57,362
167062,160,445,78,226,126,370,263,57,362
126957,160,445,78,226,126,370,263,57,362
122108,160,445,78,226,126,370,263,57,362
4156,160,445,78,226,126,370,263,57,362
116590,160,445,78,226,126,370,263,57,362
166972,160,445,78,226,126,370,263,57,362
8118,160,445,78,226,126,370,263,57,362
145753,160,445,78,226,126,370,263,57,362
136411,160,445,78,226,126,370,263,57,362
160579,160,445,78,226,126,370,263,57,362
57038,160,445,78,226,126,370,263,57,362
168500,160,445,78,226,126,370,263,57,362
124450,160,445,78,226,126,370,263,57,362
159978,160,445,78,226,126,370,263,57,362
4143,160,445,78,226,126,370,263,57,362
135825,160,445,78,226,126,370,263,57,362
168718,160,445,78,226,126,370,263,57,362
96024,160,445,78,226,126,370,263,57,362
102535,160,445,78,226,126,370,263,57,362
61634,160,445,78,226,126,370,263,57,362
61396,160,445,78,226,126,370,263,57,362
135236,160,445,78,226,126,370,263,57,362
91782,160,445,78,226,126,370,263,57,362
110114,160,445,78,226,126,370,263,57,362
7878,160,445,78,226,126,370,263,57,362
141996,160,445,78,226,126,370,263,57,362
425,160,445,78,226,126,370,263,57,362
93669,160,445,78,226,126,370,263,57,362
130704,160,445,78,226,126,370,263,57,362
107561,160,445,78,226,126,370,263,57,362
110537,160,445,78,226,126,370,263,57,362
8123,160,445,78,226,126,370,263,57,362
131720,160,445,78,226,126,370,263,57,362
98924,160,445,78,226,126,370,263,57,362
163747,160,445,78,226,126,370,263,57,362
129346,160,445,78,226,126,370,263,57,362
92118,160,445,78,226,126,370,263,57,362
69856,160,445,78,226,126,370,263,57,362
155166,160,445,78,226,126,370,263,57,362
158597,160,445,78,226,126,370,263,57,362
161878,285,236,219,37,177,203,362,431,263
71804,285,236,219,37,177,203,362,431,263
94204,285,236,219,37,177,203,362,431,263
95967,285,236,219,37,177,203,362,431,263
81633,285,236,219,37,177,203,362,431,263
45642,285,236,219,37,177,203,362,431,263
108313,285,236,219,37,177,203,362,431,263
81587,285,236,219,37,177,203,362,431,263
167992,285,236,219,37,177,203,362,431,263
8925,285,236,219,37,177,203,362,431,263
31038,285,236,219,37,177,203,362,431,263
3277,285,236,219,37,177,203,362,431,263
175383,285,236,219,37,177,203,362,431,263
121103,285,236,219,37,177,203,362,431,263
158840,285,236,219,37,177,203,362,431,263
5658,285,236,219,37,177,203,362,431,263
145749,285,236,219,37,177,203,362,431,263
150615,285,236,219,37,177,203,362,431,263
155149,285,236,219,37,177,203,362,431,263
83535,285,236,219,37,177,203,362,431,263
158781,285,236,219,37,177,203,362,431,263
109835,285,236,219,37,177,203,362,431,263
143851,285,236,219,37,177,203,362,431,263
107970,285,236,219,37,177,203,362,431,263
157294,285,236,219,37,177,203,362,431,263
124440,285,236,219,37,177,203,362,431,263
134957,285,236,219,37,177,203,362,431,263
162850,285,236,219,37,177,203,362,431,263
116399,285,236,219,37,177,203,362,431,263
111749,285,236,219,37,177,203,362,431,263
128884,285,236,219,37,177,203,362,431,263
141216,285,236,219,37,177,203,362,431,263
84529,285,236,219,37,177,203,362,431,263
109715,285,236,219,37,177,203,362,431,263
130298,285,236,219,37,177,203,362,431,263
88044,285,236,219,37,177,203,362,431,263
136992,285,236,219,37,177,203,362,431,263
69768,285,236,219,37,177,203,362,431,263
147678,285,236,219,37,177,203,362,431,263
132082,285,236,219,37,177,203,362,431,263
126931,285,236,219,37,177,203,362,431,263
155870,285,236,219,37,177,203,362,431,263
135955,285,236,219,37,177,203,362,431,263
98041,285,236,219,37,177,203,362,431,263
121487,285,236,219,37,177,203,362,431,263
4906,285,236,219,37,177,203,362,431,263
135809,285,236,219,37,177,203,362,431,263
99122,285,236,219,37,177,203,362,431,263
86515,285,236,219,37,177,203,362,431,263
127288,285,236,219,37,177,203,362,431,263
144408,285,236,219,37,177,203,362,431,263
7237,285,236,219,37,177,203,362,431,263
91012,285,236,219,37,177,203,362,431,263
164511,285,236,219,37,177,203,362,431,263
161762,285,236,219,37,177,203,362,431,263
130870,285,236,219,37,177,203,362,431,263
6019,285,236,219,37,177,203,362,431,263
88210,285,236,219,37,177,203,362,431,263
154902,285,236,219,37,177,203,362,431,263
118860,285,236,219,37,177,203,362,431,263
137751,285,236,219,37,177,203,362,431,263
52033,285,236,219,37,177,203,362,431,263
170681,285,236,219,37,177,203,362,431,263
5281,285,236,219,37,177,203,362,431,263
134863,285,236,219,37,177,203,362,431,263
135701,285,236,219,37,177,203,362,431,263
97254,285,236,219,37,177,203,362,431,263
120514,285,236,219,37,177,203,362,431,263
160972,285,236,219,37,177,203,362,431,263
132261,285,236,219,37,177,203,362,431,263
169824,285,236,219,37,177,203,362,431,263
140070,285,236,219,37,177,203,362,431,263
131029,285,236,219,37,177,203,362,431,263
3239,285,236,219,37,177,203,362,431,263
115598,285,236,219,37,177,203,362,431,263
121867,285,236,219,37,177,203,362,431,263
158685,285,236,219,37,177,203,362,431,263
6736,285,236,219,37,177,203,362,431,263
160236,285,236,219,37,177,203,362,431,263
124957,285,236,219,37,177,203,362,431,263
137014,285,236,219,37,177,203,362,431,263
77820,285,236,219,37,177,203,362,431,263
157823,285,236,219,37,177,203,362,431,263
165895,285,236,219,37,177,203,362,431,263
163929,285,236,219,37,177,203,362,431,263
149536,285,236,219,37,177,203,362,431,263
146180,285,236,219,37,177,203,362,431,263
159375,285,236,219,37,177,203,362,431,263
165127,285,236,219,37,177,203,362,431,263
55549,285,236,219,37,177,203,362,431,263
114396,285,236,219,37,177,203,362,431,263
167344,285,236,219,37,177,203,362,431,263
159684,285,236,219,37,177,203,362,431,263
153240,285,236,219,37,177,203,362,431,263
123602,285,236,219,37,177,203,362,431,263
110805,285,236,219,37,177,203,362,431,263
118754,285,236,219,37,177,203,362,431,263
127048,285,236,219,37,177,203,362,431,263
134651,285,236,219,37,177,203,362,431,263
147316,285,236,219,37,177,203,362,431,263
140495,285,236,219,37,177,203,362,431,263
128590,285,236,219,37,177,203,362,431,263
104480,285,236,219,37,177,203,362,431,263
78370,285,236,219,37,177,203,362,431,263
51528,285,236,219,37,177,203,362,431,263
6956,285,236,219,37,177,203,362,431,263
74965,285,236,219,37,177,203,362,431,263
5581,285,236,219,37,177,203,362,431,263
5979,285,236,219,37,177,203,362,431,263
168904,285,236,219,37,177,203,362,431,263
126436,285,236,219,37,177,203,362,431,263
151651,285,236,219,37,177,203,362,431,263
140749,285,236,219,37,177,203,362,431,263
127080,285,236,219,37,177,203,362,431,263
4083,285,236,219,37,177,203,362,431,263
175249,285,236,219,37,177,203,362,431,263
172463,285,236,219,37,177,203,362,431,263
138348,285,236,219,37,177,203,362,431,263
124560,285,236,219,37,177,203,362,431,263
120847,285,236,219,37,177,203,362,431,263
137940,285,236,219,37,177,203,362,431,263
160504,285,236,219,37,177,203,362,431,263
58061,285,236,219,37,177,203,362,431,263
133579,285,236,219,37,177,203,362,431,263
168118,285,236,219,37,177,203,362,431,263
152846,285,236,219,37,177,203,362,431,263
83831,285,236,219,37,177,203,362,431,263
86500,285,236,219,37,177,203,362,431,263
96383,285,236,219,37,177,203,362,431,263
55875,285,236,219,37,177,203,362,431,263
112351,285,236,219,37,177,203,362,431,263
155411,285,236,219,37,177,203,362,431,263
31747,285,236,219,37,177,203,362,431,263
26670,285,236,219,37,177,203,362,431,263
128768,285,236,219,37,177,203,362,431,263
126434,285,236,219,37,177,203,362,431,263
5654,285,236,219,37,177,203,362,431,263
90068,285,236,219,37,177,203,362,431,263
171447,285,236,219,37,177,203,362,431,263
164965,285,236,219,37,177,203,362,431,263
154476,285,236,219,37,177,203,362,431,263
137763,285,236,219,37,177,203,362,431,263
115777,285,236,219,37,177,203,362,431,263
151412,285,236,219,37,177,203,362,431,263
164270,285,236,219,37,177,203,362,431,263
147728,285,236,219,37,177,203,362,431,263
79980,285,236,219,37,177,203,362,431,263
51182,285,236,219,37,177,203,362,431,263
171621,289,172,412,39,159,197,248,331,81
160209,289,172,412,39,159,197,248,331,81
156883,289,172,412,39,159,197,248,331,81
32902,289,172,412,39,159,197,248,331,81
128928,289,172,412,39,159,197,248,331,81
92341,289,172,412,39,159,197,248,331,81
73776,289,172,412,39,159,197,248,331,81
8062,289,172,412,39,159,197,248,331,81
6149,289,172,412,39,159,197,248,331,81
158115,289,172,412,39,159,197,248,331,81
137910,289,172,412,39,159,197,248,331,81
147110,289,172,412,39,159,197,248,331,81
169794,289,172,412,39,159,197,248,331,81
5086,289,172,412,39,159,197,248,331,81
129393,289,172,412,39,159,197,248,331,81
103528,289,172,412,39,159,197,248,331,81
67365,289,172,412,39,159,197,248,331,81
8630,289,172,412,39,159,197,248,331,81
108658,289,172,412,39,159,197,248,331,81
100446,289,172,412,39,159,197,248,331,81
128383,289,172,412,39,159,197,248,331,81
5846,289,172,412,39,159,197,248,331,81
78124,289,172,412,39,159,197,248,331,81
79863,289,172,412,39,159,197,248,331,81
121447,289,172,412,39,159,197,248,331,81
106374,289,172,412,39,159,197,248,331,81
131642,289,172,412,39,159,197,248,331,81
3589,289,172,412,39,159,197,248,331,81
133085,289,172,412,39,159,197,248,331,81
93834,289,172,412,39,159,197,248,331,81
152944,289,172,412,39,159,197,248,331,81
153076,289,172,412,39,159,197,248,331,81
59905,289,172,412,39,159,197,248,331,81
171893,289,172,412,39,159,197,248,331,81
92257,289,172,412,39,159,197,248,331,81
159081,289,172,412,39,159,197,248,331,81
115602,289,172,412,39,159,197,248,331,81
164707,289,172,412,39,159,197,248,331,81
164915,289,172,412,39,159,197,248,331,81
8944,289,172,412,39,159,197,248,331,81
120849,289,172,412,39,159,197,248,331,81
101844,289,172,412,39,159,197,248,331,81
175233,289,172,412,39,159,197,248,331,81
127092,289,172,412,39,159,197,248,331,81
79473,289,172,412,39,159,197,248,331,81
122547,289,172,412,39,159,197,248,331,81
160992,289,172,412,39,159,197,248,331,81
105335,289,172,412,39,159,197,248,331,81
67871,289,172,412,39,159,197,248,331,81
118808,289,172,412,39,159,197,248,331,81
43631,289,172,412,39,159,197,248,331,81
129335,289,172,412,39,159,197,248,331,81
174563,289,172,412,39,159,197,248,331,81
112326,289,172,412,39,159,197,248,331,81
5234,289,172,412,39,159,197,248,331,81
131769,289,172,412,39,159,197,248,331,81
41820,289,172,412,39,159,197,248,331,81
95890,289,172,412,39,159,197,248,331,81
163092,289,172,412,39,159,197,248,331,81
1497,289,172,412,39,159,197,248,331,81
111856,289,172,412,39,159,197,248,331,81
119948,289,172,412,39,159,197,248,331,81
158665,289,172,412,39,159,197,248,331,81
6860,289,172,412,39,159,197,248,331,81
155269,289,172,412,39,159,197,248,331,81
152013,289,172,412,39,159,197,248,331,81
108248,289,172,412,39,159,197,248,331,81
128141,289,172,412,39,159,197,248,331,81
112909,289,172,412,39,159,197,248,331,81
169918,289,172,412,39,159,197,248,331,81
127311,289,172,412,39,159,197,248,331,81
167522,289,172,412,39,159,197,248,331,81
123061,289,172,412,39,159,197,248,331,81
49994,289,172,412,39,159,197,248,331,81
173831,289,172,412,39,159,197,248,331,81
152735,289,172,412,39,159,197,248,331,81
31251,289,172,412,39,159,197,248,331,81
165965,289,172,412,39,159,197,248,331,81
135312,289,172,412,39,159,197,248,331,81
166201,289,172,412,39,159,197,248,331,81
6086,289,172,412,39,159,197,248,331,81
172831,289,172,412,39,159,197,248,331,81
70488,289,172,412,39,159,197,248,331,81
125155,289,172,412,39,159,197,248,331,81
171215,289,172,412,39,159,197,248,331,81
101301,289,172,412,39,159,197,248,331,81
3518,289,172,412,39,159,197,248,331,81
126743,289,172,412,39,159,197,248,331,81
32162,289,172,412,39,159,197,248,331,81
3650,289,172,412,39,159,197,248,331,81
6033,289,172,412,39,159,197,248,331,81
125545,289,172,412,39,159,197,248,331,81
148731,289,172,412,39,159,197,248,331,81
135228,289,172,412,39,159,197,248,331,81
69729,289,172,412,39,159,197,248,331,81
4513,289,172,412,39,159,197,248,331,81
155930,289,172,412,39,159,197,248,331,81
2286,289,172,412,39,159,197,248,331,81
81765,289,172,412,39,159,197,248,331,81
114849,289,172,412,39,159,197,248,331,81
111766,289,172,412,39,159,197,248,331,81
162932,289,172,412,39,159,197,248,331,81
134362,321,61,381,50,327,283,426,190,206
106768,321,61,381,50,327,283,426,190,206
80467,321,61,381,50,327,283,426,190,206
154498,321,61,381,50,327,283,426,190,206
6354,321,61,381,50,327,283,426,190,206
153146,321,61,381,50,327,283,426,190,206
137527,321,61,381,50,327,283,426,190,206
100651,321,61,381,50,327,283,426,190,206
8055,321,61,381,50,327,283,426,190,206
110781,321,61,381,50,327,283,426,190,206
116413,321,61,381,50,327,283,426,190,206
65986,321,61,381,50,327,283,426,190,206
71709,321,61,381,50,327,283,426,190,206
127321,321,61,381,50,327,283,426,190,206
2525,321,61,381,50,327,283,426,190,206
86624,321,61,381,50,327,283,426,190,206
37949,321,61,381,50,327,283,426,190,206
74148,321,61,381,50,327,283,426,190,206
157637,321,61,381,50,327,283,426,190,206
106243,321,61,381,50,327,283,426,190,206
123333,321,61,381,50,327,283,426,190,206
154947,321,61,381,50,327,283,426,190,206
75927,321,61,381,50,327,283,426,190,206
136710,321,61,381,50,327,283,426,190,206
159799,321,61,381,50,327,283,426,190,206
105612,321,61,381,50,327,283,426,190,206
6749,321,61,381,50,327,283,426,190,206
8685,321,61,381,50,327,283,426,190,206
131966,321,61,381,50,327,283,426,190,206
136832,321,61,381,50,327,283,426,190,206
127573,321,61,381,50,327,283,426,190,206
125077,321,61,381,50,327,283,426,190,206
121583,321,61,381,50,327,283,426,190,206
37653,321,61,381,50,327,283,426,190,206
159690,321,61,381,50,327,283,426,190,206
152165,321,61,381,50,327,283,426,190,206
87073,321,61,381,50,327,283,426,190,206
6092,321,61,381,50,327,283,426,190,206
25830,321,61,381,50,327,283,426,190,206
132792,321,61,381,50,327,283,426,190,206
132302,321,61,381,50,327,283,426,190,206
135709,321,61,381,50,327,283,426,190,206
174185,321,61,381,50,327,283,426,190,206
153380,321,61,381,50,327,283,426,190,206
161232,321,61,381,50,327,283,426,190,206
68667,321,61,381,50,327,283,426,190,206
170897,321,61,381,50,327,283,426,190,206
167602,321,61,381,50,327,283,426,190,206
150324,321,61,381,50,327,283,426,190,206
7111,321,61,381,50,327,283,426,190,206
172323,321,61,381,50,327,283,426,190,206
165849,321,61,381,50,327,283,426,190,206
5813,321,61,381,50,327,283,426,190,206
139765,321,61,381,50,327,283,426,190,206
156398,321,61,381,50,327,283,426,190,206
155689,321,61,381,50,327,283,426,190,206
67888,321,61,381,50,327,283,426,190,206
65288,321,61,381,50,327,283,426,190,206
124043,321,61,381,50,327,283,426,190,206
114191,321,61,381,50,327,283,426,190,206
103525,321,61,381,50,327,283,426,190,206
35807,321,61,381,50,327,283,426,190,206
97855,321,61,381,50,327,283,426,190,206
53498,321,61,381,50,327,283,426,190,206
152181,321,61,381,50,327,283,426,190,206
156921,321,61,381,50,327,283,426,190,206
140441,321,61,381,50,327,283,426,190,206
148934,321,61,381,50,327,283,426,190,206
154075,321,61,381,50,327,283,426,190,206
81985,321,61,381,50,327,283,426,190,206
116831,321,61,381,50,327,283,426,190,206
173367,321,61,381,50,327,283,426,190,206
115473,321,61,381,50,327,283,426,190,206
71938,321,61,381,50,327,283,426,190,206
96578,321,61,381,50,327,283,426,190,206
152603,321,61,381,50,327,283,426,190,206
2172,321,61,381,50,327,283,426,190,206
131588,321,61,381,50,327,283,426,190,206
51698,321,61,381,50,327,283,426,190,206
37689,321,61,381,50,327,283,426,190,206
153536,321,61,381,50,327,283,426,190,206
170485,321,61,381,50,327,283,426,190,206
85291,321,61,381,50,327,283,426,190,206
173569,321,61,381,50,327,283,426,190,206
100040,321,61,381,50,327,283,426,190,206
126030,321,61,381,50,327,283,426,190,206
1549,321,61,381,50,327,283,426,190,206
171263,321,61,381,50,327,283,426,190,206
26521,321,61,381,50,327,283,426,190,206
107057,321,61,381,50,327,283,426,190,206
105248,65,161,184,202,193,225,335,154,215
118244,65,161,184,202,193,225,335,154,215
5348,65,161,184,202,193,225,335,154,215
168330,65,161,184,202,193,225,335,154,215
158510,65,161,184,202,193,225,335,154,215
7762,65,161,184,202,193,225,335,154,215
131168,65,161,184,202,193,225,335,154,215
1337,65,161,184,202,193,225,335,154,215
134374,65,161,184,202,193,225,335,154,215
3251,65,161,184,202,193,225,335,154,215
1461,65,161,184,202,193,225,335,154,215
3554,65,161,184,202,193,225,335,154,215
4815,65,161,184,202,193,225,335,154,215
3445,65,161,184,202,193,225,335,154,215
71466,65,161,184,202,193,225,335,154,215
58975,65,161,184,202,193,225,335,154,215
2802,65,161,184,202,193,225,335,154,215
6869,65,161,184,202,193,225,335,154,215
79895,65,161,184,202,193,225,335,154,215
53988,65,161,184,202,193,225,335,154,215
137561,65,161,184,202,193,225,335,154,215
139525,65,161,184,202,193,225,335,154,215
4966,65,161,184,202,193,225,335,154,215
147687,65,161,184,202,193,225,335,154,215
68874,65,161,184,202,193,225,335,154,215
38824,65,161,184,202,193,225,335,154,215
118970,65,161,184,202,193,225,335,154,215
58347,65,161,184,202,193,225,335,154,215
6229,65,161,184,202,193,225,335,154,215
3915,65,161,184,202,193,225,335,154,215
3655,65,161,184,202,193,225,335,154,215
139620,65,161,184,202,193,225,335,154,215
506,65,161,184,202,193,225,335,154,215
3187,65,161,184,202,193,225,335,154,215
2879,65,161,184,202,193,225,335,154,215
155392,65,161,184,202,193,225,335,154,215
5653,65,161,184,202,193,225,335,154,215
111795,65,161,184,202,193,225,335,154,215
3724,65,161,184,202,193,225,335,154,215
53919,65,161,184,202,193,225,335,154,215
8661,65,161,184,202,193,225,335,154,215
3529,65,161,184,202,193,225,335,154,215
162082,65,161,184,202,193,225,335,154,215
103055,65,161,184,202,193,225,335,154,215
2503,65,161,184,202,193,225,335,154,215
44947,65,161,184,202,193,225,335,154,215
6151,65,161,184,202,193,225,335,154,215
93443,65,161,184,202,193,225,335,154,215
111529,65,161,184,202,193,225,335,154,215
681,65,161,184,202,193,225,335,154,215
67999,65,161,184,202,193,225,335,154,215
156944,65,161,184,202,193,225,335,154,215
26125,65,161,184,202,193,225,335,154,215
4363,65,161,184,202,193,225,335,154,215
49666,65,161,184,202,193,225,335,154,215
45,65,161,184,202,193,225,335,154,215
141846,65,161,184,202,193,225,335,154,215
4768,65,161,184,202,193,225,335,154,215
99679,81,326,149,329,258,289,203,426,364
138686,81,326,149,329,258,289,203,426,364
48159,81,326,149,329,258,289,203,426,364
80494,81,326,149,329,258,289,203,426,364
1360,81,326,149,329,258,289,203,426,364
138172,81,326,149,329,258,289,203,426,364
133984,81,326,149,329,258,289,203,426,364
69957,81,326,149,329,258,289,203,426,364
174901,81,326,149,329,258,289,203,426,364
167136,81,326,149,329,258,289,203,426,364
5115,81,326,149,329,258,289,203,426,364
145226,81,326,149,329,258,289,203,426,364
8747,81,326,149,329,258,289,203,426,364
170961,81,326,149,329,258,289,203,426,364
86894,81,326,149,329,258,289,203,426,364
174491,81,326,149,329,258,289,203,426,364
164009,81,326,149,329,258,289,203,426,364
124625,81,326,149,329,258,289,203,426,364
132478,81,326,149,329,258,289,203,426,364
113812,81,326,149,329,258,289,203,426,364
90061,81,326,149,329,258,289,203,426,364
167472,81,326,149,329,258,289,203,426,364
169248,81,326,149,329,258,289,203,426,364
101908,81,326,149,329,258,289,203,426,364
138568,81,326,149,329,258,289,203,426,364
104677,81,326,149,329,258,289,203,426,364
26617,219,34,236,285,14,4,431,362,263
102675,219,34,236,285,14,4,431,362,263
81198,219,34,236,285,14,4,431,362,263
32158,219,34,236,285,14,4,431,362,263
1723,219,34,236,285,14,4,431,362,263
124400,219,34,236,285,14,4,431,362,263
139213,219,34,236,285,14,4,431,362,263
136952,219,34,236,285,14,4,431,362,263
164055,219,34,236,285,14,4,431,362,263
103559,219,34,236,285,14,4,431,362,263
166773,219,34,236,285,14,4,431,362,263
4302,219,34,236,285,14,4,431,362,263
150278,219,34,236,285,14,4,431,362,263
47972,219,34,236,285,14,4,431,362,263
1826,219,34,236,285,14,4,431,362,263
104213,219,34,236,285,14,4,431,362,263
169210,219,34,236,285,14,4,431,362,263
141201,219,34,236,285,14,4,431,362,263
99731,219,34,236,285,14,4,431,362,263
86791,219,34,236,285,14,4,431,362,263
142975,219,34,236,285,14,4,431,362,263
6393,219,34,236,285,14,4,431,362,263
171051,219,34,236,285,14,4,431,362,263
169782,219,34,236,285,14,4,431,362,263
110179,219,34,236,285,14,4,431,362,263
157419,219,34,236,285,14,4,431,362,263
60728,219,34,236,285,14,4,431,362,263
128788,219,34,236,285,14,4,431,362,263
111542,219,34,236,285,14,4,431,362,263
130694,219,34,236,285,14,4,431,362,263
158886,219,34,236,285,14,4,431,362,263
146864,219,34,236,285,14,4,431,362,263
149670,219,34,236,285,14,4,431,362,263
5155,219,34,236,285,14,4,431,362,263
132766,219,34,236,285,14,4,431,362,263
76108,219,34,236,285,14,4,431,362,263
174865,219,34,236,285,14,4,431,362,263
164403,219,34,236,285,14,4,431,362,263
162002,219,34,236,285,14,4,431,362,263
126416,219,34,236,285,14,4,431,362,263
125956,219,34,236,285,14,4,431,362,263
172367,219,34,236,285,14,4,431,362,263
139557,219,34,236,285,14,4,431,362,263
118824,219,34,236,285,14,4,431,362,263
86957,219,34,236,285,14,4,431,362,263
160770,219,34,236,285,14,4,431,362,263
111929,219,34,236,285,14,4,431,362,263
171075,219,34,236,285,14,4,431,362,263
156535,219,34,236,285,14,4,431,362,263
79477,219,34,236,285,14,4,431,362,263
107677,219,34,236,285,14,4,431,362,263
155954,219,34,236,285,14,4,431,362,263
98140,219,34,236,285,14,4,431,362,263
74619,219,34,236,285,14,4,431,362,263
153182,219,34,236,285,14,4,431,362,263
119687,219,34,236,285,14,4,431,362,263
131624,219,34,236,285,14,4,431,362,263
170521,219,34,236,285,14,4,431,362,263
153282,219,34,236,285,14,4,431,362,263
154975,219,34,236,285,14,4,431,362,263
127072,219,34,236,285,14,4,431,362,263
171201,219,34,236,285,14,4,431,362,263
149300,219,34,236,285,14,4,431,362,263
133763,219,34,236,285,14,4,431,362,263
127001,219,34,236,285,14,4,431,362,263
100411,219,34,236,285,14,4,431,362,263
137286,219,34,236,285,14,4,431,362,263
99970,219,34,236,285,14,4,431,362,263
81574,219,34,236,285,14,4,431,362,263
151649,219,34,236,285,14,4,431,362,263
173981,219,34,236,285,14,4,431,362,263
142685,219,34,236,285,14,4,431,362,263
139495,219,34,236,285,14,4,431,362,263
967,219,34,236,285,14,4,431,362,263
137299,219,34,236,285,14,4,431,362,263
118894,219,34,236,285,14,4,431,362,263
73457,219,34,236,285,14,4,431,362,263
148056,219,34,236,285,14,4,431,362,263
117504,219,34,236,285,14,4,431,362,263
155360,219,34,236,285,14,4,431,362,263
159169,219,34,236,285,14,4,431,362,263
99673,219,34,236,285,14,4,431,362,263
173137,219,34,236,285,14,4,431,362,263
111740,219,34,236,285,14,4,431,362,263
153953,219,34,236,285,14,4,431,362,263
128568,219,34,236,285,14,4,431,362,263
105310,219,34,236,285,14,4,431,362,263
163601,219,34,236,285,14,4,431,362,263
166285,219,34,236,285,14,4,431,362,263
