movieId,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
5539,0.174903,0.208788,0.986768,0.354640,0.402635,0.805347,0.615659,0.807148,0.097512,0.428393
112334,0.424839,0.743117,0.693141,0.061056,0.012940,0.146869,0.277732,-0.073291,0.262625,0.241886
8239,0.595978,0.951545,0.678513,0.799198,0.168149,0.740419,0.313187,0.574407,0.964875,0.841876
71108,0.677414,0.402941,0.761255,0.508187,0.418335,0.150681,0.911749,0.871924,0.149315,0.838031
3706,0.539245,0.721938,0.660794,0.143438,0.798065,0.382882,0.921787,0.619348,0.424280,0.573680
6620,0.859743,0.604159,0.249547,0.402049,0.609134,0.507718,0.976447,0.163900,0.428872,0.473652
454,0.038367,1.008475,0.547396,0.058353,0.217002,0.329306,0.828525,0.207398,0.941866,0.917487
115713,0.880685,0.725554,0.194040,0.831496,0.431640,0.318473,0.527943,0.426135,0.438322,0.165623
49278,0.328103,0.306565,0.376085,0.955057,0.922373,0.519052,1.010241,0.272526,0.122670,0.885454
211,0.942581,0.905708,0.072547,0.900668,0.629372,0.954925,0.056406,0.299549,0.190340,0.878656
72109,0.764063,0.602194,0.060723,0.771063,0.126421,0.498196,0.931270,0.767266,0.573255,0.583663
59615,0.788730,0.717432,0.708724,0.552530,0.456078,-0.013235,0.303875,0.096275,0.594327,0.802706
1173,0.644904,0.951015,0.549248,0.054006,0.105100,0.805480,0.226046,0.291843,0.529838,0.374609
4178,0.466032,0.698114,0.304451,0.238198,0.260913,0.646972,0.744737,0.668682,0.860517,0.911280
1214,0.374792,0.619961,0.502860,0.340739,0.895084,0.333469,0.474659,0.564395,0.910772,0.943243
3171,0.298278,0.716413,0.896383,0.777784,0.696453,0.242906,0.487425,0.905383,0.598588,0.804643
8504,0.173019,0.646185,0.103067,0.974886,0.923064,0.381430,0.522200,0.359879,0.775640,0.539136
678,0.832769,0.970505,0.983644,0.123437,0.841590,0.403201,0.937197,0.282697,0.342030,0.254322
49772,0.366070,0.526621,0.695986,0.069898,0.435091,0.495462,0.185352,0.145049,0.155244,0.563726
2990,0.231382,0.897516,0.719501,0.728604,0.037840,0.601993,0.969580,0.534359,0.969398,0.667446
7062,0.813213,0.603230,0.761459,0.587450,0.186763,0.747063,0.400434,0.385852,0.723163,0.180698
3002,0.881874,0.906697,0.692362,0.590975,0.022967,0.416862,0.947473,0.752239,0.785029,0.223461
102993,0.971839,0.772051,0.956365,0.247121,0.370291,0.376345,0.717189,0.120739,0.741712,0.309010
2078,0.570559,0.523063,0.683248,0.915216,0.925396,0.404610,0.345832,0.117518,0.941510,0.509212
6776,0.315058,0.257284,0.111083,0.699664,-0.088328,0.907065,0.559443,-0.077974,0.362927,0.391428
1827,0.319761,0.152269,0.489689,0.589804,0.684995,0.205619,0.653600,1.027567,0.514138,1.001646
66066,0.555006,0.438120,0.438180,0.587081,0.839497,-0.040332,0.181118,0.526276,0.844924,0.142425
34048,0.048604,0.127906,0.518231,0.857297,0.399441,0.756071,0.066525,0.397473,0.641284,0.726342
25755,0.898255,0.251930,0.125300,0.611800,0.390445,0.339997,0.556178,0.688448,0.729041,0.218446
4144,0.266302,0.900919,0.240878,0.069151,0.837995,0.454475,0.732235,0.935715,0.045096,1.018996
26704,0.481605,0.851356,0.691840,0.567135,1.013866,0.822593,0.520658,0.419198,0.452113,0.720480
6602,0.881548,0.309993,0.253392,0.758277,0.936682,0.439996,0.744294,0.800271,0.390975,0.321430
6788,0.241863,-0.037133,0.451055,0.955108,0.802816,0.532755,0.883750,0.392430,0.514988,0.712741
6327,0.969249,0.658669,0.472725,0.432362,0.121593,0.846405,0.789078,0.108152,0.258813,0.296565
6126,0.551399,-0.095530,0.598507,-0.075864,0.698549,0.858031,0.601500,-0.081459,0.641566,0.681120
111362,0.043524,0.349720,0.774717,0.889762,0.788852,0.272414,0.988732,0.857583,0.927561,0.150453
3107,0.606406,0.739498,0.681879,0.463182,0.258573,0.577880,0.280711,0.792905,0.998837,0.086702
5066,0.527820,0.217768,0.308455,0.306737,0.945645,0.330591,0.805259,0.667433,0.147441,0.374135
3471,0.742192,0.421712,0.690060,0.816098,0.472136,0.342807,0.984534,0.841287,0.530964,0.778867
55052,0.289757,0.724040,0.446320,0.066368,0.968673,0.222567,0.295269,0.281115,0.279616,0.678304
5490,0.151701,1.048970,0.585860,0.730821,0.501114,0.938380,0.586867,0.179984,0.749810,0.880070
6290,0.397696,0.738405,0.756941,0.190434,0.171321,0.599014,0.472772,0.947714,0.053168,0.398493
1016,0.219216,0.473802,0.483952,0.664173,0.988006,0.728367,0.766914,0.158139,0.097421,0.359719
2283,0.076039,0.317903,0.466789,0.456533,0.384436,0.648474,0.523900,0.371534,0.811564,0.419081
4496,0.489100,0.579673,0.789370,0.093889,0.325821,0.800785,0.237290,0.760072,0.863673,0.196177
1626,0.282529,0.784385,0.744673,0.192195,0.111667,0.806915,0.674365,0.175204,0.225677,0.426153
3264,0.462242,0.847627,0.823322,0.261212,0.702125,0.265735,0.668322,0.363282,0.893145,0.175473
81660,0.189674,0.864084,0.143580,0.003842,0.277638,-0.038650,0.684422,0.187662,0.729838,0.806615
6561,0.779540,0.996125,0.410044,0.064805,0.490301,0.687023,0.284196,0.618207,0.226758,0.171556
233,0.673398,0.751785,0.237735,0.211698,0.570391,0.974124,0.337079,0.408507,0.246501,0.878240
2879,0.635231,0.038228,0.598139,0.627940,0.726164,0.774354,0.769735,0.039118,0.987214,0.174884
334,0.585031,0.641846,0.656729,0.708609,0.827414,0.951422,0.252105,0.702647,0.287181,0.400058
7212,0.095124,0.204712,0.483655,0.080872,0.967189,0.251614,0.788437,0.973974,0.309415,0.398158
8493,0.778558,0.495110,0.633690,0.583912,0.600570,0.416335,0.459769,0.540015,0.151018,0.999847
79139,0.165650,0.807572,0.526535,0.232320,0.174623,0.521336,0.791035,0.716899,0.199153,0.500355
3156,0.121745,0.662323,0.172575,0.549105,0.092733,0.244979,0.187317,0.437873,0.893847,0.830411
45928,0.816693,0.912682,0.031813,0.432554,0.090976,0.808638,0.859352,0.935074,0.928220,0.482105
5094,0.660468,0.879066,0.472421,0.212910,0.405234,0.731356,0.746946,0.868672,0.318617,0.475485
4495,0.082046,0.992916,0.380985,0.910095,0.201684,0.971451,0.464103,0.324512,0.156358,0.474831
62331,0.055850,0.116388,0.228371,0.354773,0.273081,0.798740,0.355122,0.534865,-0.020416,0.740806
1965,0.692105,0.312779,0.274274,0.833057,0.900382,0.777219,0.236589,0.645991,0.528934,0.804213
135861,0.225239,0.995413,0.487283,0.411798,0.226030,1.007441,0.547894,0.136938,0.686644,0.928678
125916,0.122209,0.253150,0.179270,0.139848,0.823511,0.793200,0.560412,0.859810,0.220889,0.666148
2261,0.816462,0.550388,0.258372,0.925664,0.425207,0.999427,0.519291,0.768403,0.874120,0.136079
6707,0.523703,0.080012,0.065253,0.442765,0.725431,0.582038,0.599890,0.542385,0.189744,0.745256
2511,0.965983,0.765030,0.932089,0.338718,0.728916,0.817793,0.844047,1.007862,0.117172,0.298386
7541,0.074060,0.903421,0.103117,0.282499,0.750633,0.242268,0.952007,0.333972,0.222606,0.430764
4965,0.802447,0.828170,0.340546,0.126169,0.745273,0.242073,0.853776,0.872227,0.837786,0.296676
81535,0.108181,0.648225,0.538185,0.170562,0.234993,0.642290,0.395304,0.550183,0.108721,0.886035
2155,0.359438,0.954590,0.587555,0.657092,0.189411,0.382778,0.081145,0.348670,0.754833,0.610205
130960,0.285908,0.165250,0.858027,0.385383,0.815914,0.078665,0.091394,0.289315,0.611006,0.057359
2262,0.596890,0.465347,0.146442,0.514066,0.192741,0.882099,0.059148,0.921322,0.092983,0.925720
111931,-0.000534,0.506916,0.982135,0.372349,0.074712,0.250389,0.453666,0.223172,0.438752,0.783572
2268,0.100475,0.782512,0.560205,0.300073,0.468299,0.822007,0.349407,0.234539,0.949287,0.535975
88267,0.275560,0.718410,0.132979,0.456051,1.024272,1.033837,1.046135,0.591601,0.280054,0.791630
4677,0.333799,0.518530,0.610663,0.135445,0.510454,0.987572,0.579626,0.105972,0.920486,0.739499
1349,0.382629,0.564063,0.917977,0.332855,0.883943,0.884196,0.915908,0.754437,0.873561,0.849617
27664,0.532077,0.412886,0.523351,0.700464,0.755107,0.721097,0.556976,0.552043,0.153764,0.719131
5678,0.156468,0.364134,0.067105,0.097347,0.292524,0.803203,0.040493,0.565243,0.436681,0.078493
6195,0.693520,0.683358,0.854993,0.198669,0.756551,0.265592,0.710858,-0.127428,0.655381,0.141525
6022,0.795748,0.378794,0.137768,0.749337,0.619301,0.077922,0.154296,0.088793,0.162539,0.649495
73392,0.811949,0.286096,0.812125,0.561965,0.425534,0.063556,0.604099,0.588783,0.287887,0.092438
39779,0.983987,0.734386,0.830624,0.995317,0.367278,0.471033,0.080516,0.466344,0.748541,0.076704
3981,0.785477,0.886336,0.064812,0.704845,0.856087,0.121435,0.865381,0.454485,0.464879,0.593807
131724,0.202427,0.319150,0.950816,0.581319,0.743084,0.545144,0.385817,0.645429,0.548384,0.426111
128620,0.312524,0.981510,0.208789,0.859148,0.607231,0.816328,0.498273,0.175088,0.574683,0.780048
3560,0.927131,0.774456,0.357456,0.610968,0.673965,0.486489,0.668811,0.401902,0.329415,0.826337
880,0.203245,0.368479,0.085610,0.943180,0.179365,0.875751,0.021072,0.910120,0.755836,0.711817
5292,1.011633,0.447249,0.506024,0.080569,0.096517,0.534196,0.423205,0.444538,0.774514,0.272695
26320,0.237904,0.258386,0.084245,0.383748,0.646352,0.707045,0.942242,0.710925,0.652568,0.237135
4153,0.503156,0.992857,0.253720,0.279095,0.108452,0.315562,0.940735,0.711785,0.829327,0.191834
32160,0.104047,0.131953,0.776117,0.162498,0.986541,0.093664,1.003299,0.824063,0.678607,0.596983
92008,0.340969,0.894804,0.546550,0.485841,0.603858,0.393499,0.968239,0.128485,0.461896,0.935924
1731,0.385676,0.852506,0.730256,0.620261,0.163162,0.117642,0.457273,0.855008,-0.046657,0.713109
1508,0.858073,0.863530,0.567864,0.829600,0.163061,0.498515,0.660562,0.053225,0.933197,0.601268
138204,0.546979,0.626729,0.258638,0.415944,0.469453,0.385487,0.209258,0.047442,0.526486,0.197883
6552,0.694902,0.165208,0.778676,0.891200,0.959221,0.316021,0.705837,0.206081,0.844524,0.385934
8854,0.551342,0.165321,0.838560,0.385324,0.432821,0.368181,0.677953,0.300982,0.721453,0.995330
99296,0.114402,0.468944,0.644001,0.209852,0.079161,0.691665,0.573094,0.565572,0.264812,0.408339
6188,0.253720,0.076789,0.457871,0.461881,0.168638,0.909144,0.347642,0.182610,0.987595,0.604990
26662,0.083967,0.550299,0.408958,0.257544,0.732777,0.734331,0.240179,0.787100,0.318846,0.187126
112460,0.559348,-0.049879,0.621751,0.524076,0.778830,0.567479,0.539225,0.792259,0.817780,0.900924
55444,0.177572,0.276347,0.418245,0.126107,0.714842,0.753788,0.660162,0.441065,0.383920,0.245604
56921,0.309951,0.681644,0.078211,0.362379,0.867914,0.993655,0.250277,0.743294,0.230669,0.301163
50923,0.657856,0.573179,0.478638,0.673571,0.299937,0.564016,0.372277,0.339751,0.502771,0.128515
100745,0.062199,0.007371,0.908153,0.300226,0.554930,0.368692,0.494371,0.128885,0.807982,0.722206
1854,0.164620,0.668578,0.896799,0.496022,0.882604,0.050745,0.973412,0.886917,0.091643,0.671672
5219,0.063862,0.059442,0.881719,0.520798,0.144813,0.812757,0.589166,0.722784,0.719309,0.124064
88785,0.474583,0.459679,0.717575,0.916718,0.098125,0.356906,0.924196,0.496069,0.891377,0.476578
391,0.649635,0.506206,0.469296,0.022302,0.750761,0.808895,0.958903,0.104025,0.183342,0.807873
85179,0.343519,0.660878,0.331895,0.327942,0.513594,0.790731,-0.018939,-0.047151,0.351338,0.180278
2083,0.756116,0.829312,0.826924,0.160721,0.664005,0.084601,0.094259,0.282153,0.712853,0.119916
7505,0.608946,0.686170,0.160727,0.291764,0.867731,0.130985,0.538302,0.125072,0.286981,0.257435
2946,0.954562,0.458738,0.924298,0.330546,0.171669,0.679081,0.775108,0.907802,0.549898,0.008710
109161,0.212176,0.281901,0.895823,0.894540,0.730163,0.464073,0.970959,0.816306,0.049212,0.312678
1420,0.520165,0.461865,0.552879,0.192921,0.297852,0.173854,1.077381,0.843271,1.015641,0.622921
281,0.899134,0.197609,0.178188,0.742013,0.096312,0.488382,0.381882,0.633765,0.909423,0.863061
26085,0.345328,0.744901,0.079185,0.618751,0.380848,0.455065,0.342019,0.739015,1.001174,0.105700
32174,0.484808,0.087003,0.580211,0.426393,0.251869,0.295819,0.910233,0.091558,0.866173,0.909786
70663,0.680195,0.590354,0.517326,0.120766,0.098919,0.951529,0.488272,0.186025,0.716075,0.945978
8157,0.978289,0.584544,0.637115,0.750422,0.328165,0.074392,0.413087,0.094458,0.088986,0.432966
73587,0.023631,0.753528,0.123912,0.183963,0.244085,0.573466,0.760067,-0.011216,0.373708,0.194924
378,0.943732,0.519050,0.317699,0.589405,0.058866,0.557489,0.573669,0.827917,0.701353,0.531903
3984,0.132284,0.353386,0.332153,0.780057,0.645261,0.789732,0.768903,0.750613,0.307353,0.089665
57910,0.536304,0.834459,0.756773,0.964909,0.035838,0.584145,0.609662,0.569120,0.120308,0.626042
74795,0.719548,0.396973,0.829427,0.253361,0.078183,0.683364,0.597864,0.912268,0.354618,0.535339
2533,0.059121,0.282027,0.276404,0.753386,0.670326,0.564365,0.961616,0.830527,0.437500,0.890062
95510,0.506968,0.893396,0.940577,0.066413,0.752773,0.670717,0.312994,0.576387,0.913792,0.287390
3771,0.379302,0.452156,0.656864,0.607669,0.793485,0.926292,0.319288,0.855478,0.290357,0.782118
7895,0.256033,0.495005,0.853832,0.481814,0.429309,0.532154,0.765830,0.459939,0.097630,0.525682
3672,0.254132,0.948514,1.000757,0.262932,0.166336,0.742600,0.118135,0.444956,0.508609,0.876209
44633,0.752960,0.901982,0.991209,0.902262,0.689811,0.839337,0.812898,0.386205,0.057203,0.413548
4467,0.343142,0.901617,0.175028,0.343751,0.928431,0.748874,0.650967,0.664042,0.377598,0.820955
6987,0.422728,0.168228,0.152557,0.924037,0.103555,0.853912,0.346473,0.695890,0.361356,0.655166
147845,0.570770,0.862924,0.542698,0.250306,0.415145,0.417312,0.302090,0.296525,0.080734,0.149302
418,0.023985,0.877255,0.629849,0.537346,0.098374,0.602761,0.346377,0.207001,0.263275,0.051907
8983,0.234508,0.745776,0.702472,0.500984,0.808435,0.937879,0.897827,0.086339,0.564175,0.718278
92613,0.661486,0.124352,0.597754,0.495137,0.169334,0.665818,0.857923,0.301486,0.008459,0.128254
596,0.724162,0.917930,0.242940,0.057488,0.503975,0.467123,0.711792,0.293387,0.580634,0.885041
8987,0.137966,0.587014,0.361755,0.619931,0.501007,0.843554,0.680065,0.297121,0.137364,0.382483
7487,0.636063,0.269934,0.277813,0.485977,0.267831,0.677289,0.465004,0.633945,0.964355,0.201269
2027,0.088855,0.015264,0.560478,0.612016,0.731784,0.860654,0.062356,0.761930,0.068791,0.653170
8882,0.159757,0.776582,0.333177,0.902457,0.817928,0.618704,0.021487,0.728381,0.496601,0.522491
102217,0.169480,-0.011858,-0.102434,0.801009,0.745048,0.382641,0.881736,0.226936,0.276621,0.724775
88950,0.737016,0.180788,0.380880,0.628751,0.316311,0.741968,0.329682,0.309748,0.695117,0.419513
25995,0.003509,0.533604,0.795715,0.864942,0.940641,0.599882,0.892488,0.242058,0.870112,0.833657
8833,0.397088,0.101692,0.740219,0.958614,0.484916,0.877536,0.502497,0.783934,0.352139,0.077734
82931,0.002784,-0.009907,0.239799,0.278575,0.886533,0.158820,0.266864,0.123062,0.085634,0.801603
85022,0.455301,0.109460,0.673697,0.614785,0.209257,0.220476,0.538762,0.490512,0.195421,0.908042
2668,0.504522,0.855231,0.353052,0.466358,0.874426,0.148865,0.583755,0.854972,0.433012,0.302565
2410,0.953313,0.671251,0.436730,0.200955,0.146271,0.622657,0.181841,0.511469,0.128882,0.703525
305,0.777376,0.187850,0.573867,0.367230,0.285074,0.115803,0.704849,0.585582,0.928114,0.331974
86626,0.289353,0.433380,0.325496,0.354648,1.049840,0.319805,0.972194,0.695630,0.389622,0.514527
8387,0.822600,0.377675,0.143593,0.557603,0.473561,-0.007911,0.329291,0.494293,0.307774,0.433967
436,0.259592,0.573921,0.422358,0.632332,0.465964,0.020054,0.785176,0.532431,0.415531,0.896198
7836,0.881912,0.475310,0.970295,0.638694,0.064296,0.277725,0.607249,0.035767,0.841106,0.771857
830,0.973444,0.978663,0.635890,0.179668,0.089654,0.705410,0.533575,0.393052,0.015375,0.510831
58964,0.156198,0.822635,0.865022,0.829771,0.524231,0.214819,0.831769,0.187085,0.638725,0.894942
1721,0.551827,0.173492,0.523641,0.450803,0.647121,0.592973,0.154170,0.776971,0.599117,0.824580
2749,0.161105,0.479735,0.522466,0.912710,0.795232,0.565482,0.919409,0.859084,0.437694,0.712804
1320,0.548687,0.699640,0.217375,0.363463,0.317024,0.804067,0.248246,0.125358,0.474907,0.284382
1889,0.562258,0.375509,0.229112,0.640118,0.413618,0.603474,0.566063,0.553315,0.328729,0.060197
1021,0.680686,0.799754,0.314249,0.890084,0.084401,0.067586,0.792159,0.163769,0.764394,0.480879
8695,1.018360,0.643920,0.116437,0.269686,0.826326,0.283715,0.424184,0.055721,0.128353,0.651985
5942,0.787194,0.882531,0.160739,0.207527,0.667608,0.875134,0.002968,0.075330,0.472943,0.341254
491,0.847647,0.774347,0.257165,0.970301,0.820347,0.353070,0.260959,0.724680,0.686935,0.208838
102753,0.097755,0.400734,0.397547,-0.095576,0.746849,0.859390,0.438641,0.629052,0.454201,0.522555
6184,0.677764,0.239356,0.835323,0.313709,0.055976,0.257579,0.216276,0.863084,-0.009180,0.173559
48304,0.938740,0.908179,0.396647,0.313293,0.674518,0.387148,0.201325,0.466308,0.602153,0.751279
91630,0.378792,0.721715,0.184302,0.553353,0.288056,0.663025,0.573276,0.525060,0.436732,0.398823
3704,0.870594,0.306322,0.515680,0.594434,0.025388,0.482971,0.492048,0.909685,0.898513,0.419086
32211,0.507099,0.871273,0.238807,0.347848,0.691886,0.756195,0.814599,0.493192,0.059607,0.549979
6757,0.453060,0.958063,0.610541,1.032273,0.120537,0.818482,0.578124,0.783870,0.389783,0.064393
94018,0.648935,0.777531,0.066270,0.280966,0.504374,0.693346,0.116430,0.809818,0.615749,0.297696
2972,0.532101,0.251277,0.903077,0.449829,0.529128,0.351501,0.670503,0.449736,0.266960,0.285232
6728,0.103976,0.750477,0.495090,0.529700,0.512526,0.735017,0.730984,0.233961,0.368285,0.746877
32031,0.856163,0.553326,0.089990,0.746074,0.609126,0.714842,0.809720,0.598783,0.947297,0.482391
5105,0.350793,0.801321,0.992223,0.481080,0.615520,0.325130,0.777149,0.912160,0.390079,0.507208
266,0.983480,0.728829,0.155550,0.588995,0.477762,0.417906,0.704916,0.770726,0.346271,0.218595
27604,0.915525,0.944686,0.450680,0.198319,0.929806,0.006761,0.442465,0.794955,0.934725,0.003036
50147,0.353335,0.783562,0.668292,0.460519,0.151837,0.259512,0.362361,0.446004,0.211561,0.614520
876,0.656037,0.385309,0.730186,1.020609,0.228062,0.541471,0.425690,0.349082,0.588636,0.440785
3094,0.283160,0.220341,0.967077,0.662315,0.652168,0.450086,0.125559,0.807286,0.640218,0.652410
4410,0.228740,0.695514,1.002400,0.379551,0.414987,0.665578,0.124644,0.913878,0.271473,0.478169
54331,0.949164,0.116342,0.790742,0.815747,0.668548,0.221619,0.810081,0.316736,0.553453,0.137141
94780,0.811573,0.930085,0.821306,0.491838,0.959754,0.088530,0.096008,0.772011,0.026121,0.064762
7941,0.408792,0.419844,0.504948,1.023371,0.069283,0.360341,0.406440,0.829919,0.056778,0.173820
944,0.050897,0.388588,0.848183,0.950118,0.407817,0.556537,0.369061,0.300530,0.872173,0.298725
786,0.206895,0.050595,0.314820,0.287599,0.370038,0.871866,0.467133,0.317767,0.815158,0.675732
95,0.657011,0.150701,0.607056,0.339976,0.554551,0.976676,0.512343,0.845961,0.715667,0.081856
3240,0.512333,0.066635,0.378721,0.328236,0.649050,0.716749,0.109561,-0.017135,0.838345,-0.071289
3088,0.642189,0.755453,0.482175,0.615265,0.412501,0.802735,0.645970,0.722117,0.197065,0.412685
107559,0.884053,0.039297,0.240763,0.892693,0.699291,0.331978,0.135191,0.185039,0.084241,0.814147
