movieId,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
7360,0.333782,0.270058,0.099535,0.918517,0.671999,0.045473,0.116753,0.042491,0.681787,0.145005
2392,0.942216,0.063048,0.390559,0.593297,0.017753,0.021463,0.233420,0.996944,0.776631,0.930646
27704,0.018746,0.576472,0.598883,0.019838,0.471254,0.845408,0.329422,0.238580,0.285930,0.530224
40723,0.875311,0.796599,0.765819,0.121814,0.539190,0.596016,0.695783,0.583880,0.345102,0.348906
5690,0.492067,0.300955,0.270770,0.562866,0.385366,0.830455,0.059149,0.235209,0.268577,0.237266
95067,0.743111,0.127263,0.438755,0.892660,0.254180,0.661778,0.356420,0.231711,0.784858,0.771910
3949,0.942116,0.283547,0.115925,0.468708,0.663669,0.154835,0.835798,0.251928,0.824121,0.663902
514,0.649642,0.888171,0.940984,0.066626,0.962465,0.878845,0.221119,0.403635,0.302041,0.180656
5538,0.265112,0.534023,0.847659,0.906482,0.329081,0.606897,0.806744,0.956220,0.614221,0.039779
6440,0.690055,0.952302,0.675780,0.833718,0.032677,0.162393,0.289168,0.550345,0.587786,0.600927
78209,0.151660,0.699527,0.780660,0.878380,0.316160,0.268761,0.041520,0.806963,0.296421,0.177810
2716,0.102943,0.645278,0.700730,0.136674,0.644688,0.375267,0.289658,0.476643,0.976450,0.820261
30883,0.329690,0.778990,0.182727,0.586337,0.828252,0.438795,0.189331,0.874305,0.897308,0.946238
55250,0.765503,0.227823,0.950296,0.768280,0.423073,0.558594,0.171827,0.167729,0.856747,0.045726
1365,0.309787,0.489624,0.260194,0.180763,0.029029,0.938867,0.566771,0.425687,0.016544,0.210002
6591,0.352828,0.382784,0.700260,0.474574,0.946661,0.636903,0.388887,0.432590,0.724311,0.531400
4732,0.154216,0.263293,0.464531,0.546857,0.830115,0.277057,0.473718,0.567893,0.637728,0.675727
4324,0.605948,0.096197,0.278025,0.839045,0.606726,0.516680,0.539540,0.295132,0.810288,0.430601
3809,0.855831,0.824721,0.388471,0.328443,0.045906,0.132109,0.718677,0.387483,0.383353,0.223841
2726,0.672896,0.355466,0.765007,0.690051,0.357713,0.492591,0.903114,0.383002,0.691240,0.169316
170,0.535749,0.238143,0.345838,0.642529,0.567181,0.275736,0.545840,0.387137,0.590298,0.001957
288,0.143666,0.980441,0.932323,0.618496,0.108758,0.590289,0.798582,0.533888,0.133270,0.455594
1606,0.418222,0.543727,0.877529,0.947798,0.381697,0.614944,0.201951,0.618829,0.182628,0.881066
6828,0.601617,0.300012,0.603049,0.881102,0.268613,0.126577,0.267930,0.126152,0.951000,0.525385
89753,0.918445,0.573519,0.207371,0.198013,0.220694,0.942833,0.782246,0.785730,0.522485,0.513840
1474,0.240497,0.975071,0.073464,0.935489,0.476778,0.873591,0.898516,0.033220,0.577975,0.062025
4699,0.828777,0.385911,0.634036,0.408239,0.491795,0.711977,0.822114,0.759181,0.971021,0.188627
3890,0.908873,0.658212,0.208331,0.146771,0.312425,0.963037,0.056895,0.586330,0.439766,0.457875
153584,0.897888,0.914925,0.225395,0.689770,0.553656,0.224674,0.307762,0.687049,0.647680,0.495208
7627,0.707549,0.153372,0.968926,0.906829,0.149223,0.613376,0.818207,0.050206,0.089984,0.589422
1227,0.376599,0.426938,0.723872,0.079029,0.778317,0.185147,0.139651,0.375552,0.012316,0.488505
4386,0.279217,0.810366,0.587935,0.148096,0.746560,0.051423,0.692295,0.621465,0.430351,0.697633
4464,0.099014,0.108298,0.668596,0.544717,0.655764,0.240113,0.795403,0.749070,0.304270,0.889944
89388,0.041870,0.745622,0.198509,0.115453,0.966696,0.637615,0.548130,0.649824,0.077482,0.024707
6950,0.242760,0.010417,0.477536,0.840381,0.976244,0.511178,0.548044,0.685980,0.178413,0.070078
5283,0.923980,0.931939,0.773641,0.181625,0.195085,0.439080,0.627932,0.460690,0.414871,0.807932
26094,0.515495,0.537881,0.103875,0.312580,0.692494,0.735547,0.021519,0.717075,0.383655,0.216899
7616,0.233597,0.442141,0.205699,0.401098,0.812608,0.728435,0.342968,0.083660,0.647025,0.640453
2656,0.416589,0.517701,0.580381,0.706932,0.408277,0.818527,0.894112,0.771373,0.025490,0.068328
616,0.727200,0.201211,0.104731,0.044600,0.633363,0.766372,0.519439,0.108474,0.853642,0.718559
26386,0.838165,0.568301,0.330894,0.410551,0.384868,0.350653,0.947834,0.950146,0.340211,0.577562
89761,0.206449,0.179744,0.599247,0.984904,0.067099,0.570885,0.430368,0.289114,0.893504,0.308749
45183,0.539186,0.326123,0.832301,0.908335,0.862338,0.069162,0.910608,0.504590,0.163974,0.207811
8766,0.884097,0.429658,0.018341,0.436694,0.395089,0.419256,0.234622,0.350783,0.592092,0.864103
114464,0.130459,0.903472,0.962394,0.494775,0.060984,0.998317,0.280067,0.238132,0.057130,0.910147
90863,0.315747,0.303658,0.991886,0.432589,0.416414,0.887129,0.945450,0.918696,0.395782,0.099042
4502,0.946966,0.076707,0.384472,0.691497,0.310099,0.210916,0.486291,0.846450,0.472410,0.792855
37727,0.656456,0.513848,0.767069,0.441356,0.386501,0.660680,0.167006,0.142072,0.751350,0.685460
73266,0.229242,0.296895,0.083987,0.891097,0.812855,0.575898,0.589015,0.963834,0.749407,0.550293
2791,0.193145,0.486633,0.143233,0.923813,0.897935,0.117711,0.464069,0.284508,0.811786,0.061139
41912,0.580671,0.895981,0.203347,0.429782,0.039870,0.077261,0.526620,0.989315,0.993550,0.532088
3839,0.567776,0.945990,0.015793,0.201835,0.384621,0.378407,0.241547,0.783635,0.690733,0.984954
86852,0.227247,0.472213,0.551728,0.399426,0.115842,0.533062,0.596980,0.140477,0.907823,0.052078
5193,0.717479,0.347183,0.427228,0.945576,0.593422,0.436602,0.095100,0.005417,0.408529,0.380196
109042,0.333672,0.278577,0.665807,0.221076,0.766059,0.421540,0.437534,0.382753,0.611668,0.443313
4417,0.243292,0.534221,0.815850,0.398863,0.647929,0.997761,0.335971,0.921058,0.804053,0.156203
1326,0.402084,0.336815,0.972480,0.537530,0.422634,0.630196,0.448444,0.494322,0.394018,0.975087
5040,0.363665,0.943481,0.879061,0.891040,0.779850,0.264675,0.139985,0.681023,0.576787,0.392020
2375,0.304979,0.088683,0.383773,0.108365,0.680541,0.722583,0.535585,0.755433,0.537180,0.213106
3265,0.647892,0.394584,0.841998,0.285538,0.474082,0.558569,0.925646,0.104440,0.138726,0.601348
4133,0.404293,0.362967,0.040905,0.170714,0.535030,0.559378,0.590236,0.060582,0.595699,0.259761
4350,0.023383,0.448083,0.003127,0.363875,0.292682,0.529913,0.500189,0.041777,0.887804,0.407711
858,0.489383,0.315209,0.296459,0.020447,0.458926,0.037164,0.074587,0.703169,0.790489,0.615038
110871,0.995029,0.101543,0.147097,0.560543,0.669733,0.915805,0.282573,0.147379,0.989325,0.858798
458,0.121434,0.936411,0.242409,0.363423,0.353834,0.045992,0.813607,0.469656,0.261992,0.526464
26850,0.147130,0.548612,0.580079,0.993119,0.082184,0.059407,0.265721,0.474316,0.646495,0.403640
3106,0.332400,0.395037,0.055307,0.375444,0.807147,0.653547,0.643223,0.818578,0.464962,0.724229
3933,0.775240,0.512183,0.252949,0.635408,0.018070,0.835173,0.053137,0.961641,0.357224,0.348555
3986,0.865534,0.170531,0.229500,0.031739,0.751448,0.220099,0.295644,0.321317,0.539085,0.282613
6764,0.184000,0.395370,0.372084,0.654573,0.705167,0.597043,0.979478,0.425297,0.833642,0.067743
7355,0.717625,0.783764,0.716861,0.676937,0.756568,0.831988,0.731648,0.243691,0.333915,0.215229
3,0.761464,0.627870,0.092661,0.084842,0.391813,0.508719,0.817506,0.651050,0.859227,0.277139
26838,0.797250,0.832547,0.578751,0.304350,0.517191,0.781510,0.077152,0.882060,0.792719,0.294285
55757,0.774565,0.575095,0.584670,0.306583,0.108628,0.447370,0.825633,0.943263,0.466567,0.280509
1302,0.145549,0.986227,0.808592,0.375737,0.827564,0.926842,0.266824,0.813681,0.459876,0.645145
5479,0.565372,0.208573,0.096965,0.659076,0.564336,0.997600,0.685493,0.274882,0.983579,0.568216
6666,0.121000,0.259964,0.630463,0.252958,0.598549,0.361065,0.540854,0.186904,0.147662,0.314693
5246,0.382332,0.070413,0.851737,0.630481,0.470997,0.522929,0.853288,0.941244,0.453943,0.775959
98961,0.202763,0.595070,0.901855,0.614280,0.720672,0.402899,0.201387,0.787927,0.907750,0.361752
59995,0.228066,0.572986,0.953569,0.190738,0.470244,0.500787,0.651593,0.035685,0.141015,0.266735
107769,0.857264,0.188133,0.930562,0.239167,0.357422,0.497221,0.422936,0.961948,0.943809,0.656204
3626,0.378612,0.575041,0.599191,0.664265,0.007583,0.665000,0.546920,0.043686,0.424604,0.845164
52528,0.208347,0.004683,0.194622,0.634613,0.052803,0.865770,0.125634,0.288023,0.945451,0.385878
1004,0.504863,0.521276,0.517308,0.653220,0.151505,0.676909,0.169251,0.875573,0.142038,0.316741
58998,0.992487,0.700641,0.166343,0.075688,0.554433,0.173500,0.891820,0.020491,0.587934,0.650894
5285,0.492821,0.133088,0.998684,0.261626,0.331359,0.604050,0.024458,0.501776,0.676756,0.580992
2418,0.973053,0.118016,0.448454,0.339475,0.284398,0.209144,0.670539,0.145233,0.941358,0.336398
5014,0.434721,0.519458,0.019978,0.989155,0.919398,0.120147,0.458858,0.174974,0.266681,0.245136
83829,0.621083,0.518462,0.719529,0.642376,0.719383,0.868370,0.768757,0.601390,0.257828,0.137690
135518,0.565427,0.689221,0.514413,0.246038,0.047243,0.267204,0.972900,0.155872,0.095926,0.055687
159462,0.796768,0.039335,0.173882,0.307748,0.762359,0.482172,0.068496,0.042221,0.376669,0.299624
114925,0.462926,0.956729,0.773097,0.756190,0.057888,0.278586,0.657736,0.875828,0.685902,0.832758
2792,0.139555,0.887641,0.470012,0.421483,0.231755,0.968405,0.614101,0.190767,0.592813,0.302301
77364,0.805350,0.833527,0.830049,0.377956,0.959360,0.135376,0.225069,0.832283,0.212554,0.598599
6290,0.817073,0.910007,0.432113,0.687423,0.640145,0.565628,0.650584,0.646495,0.501941,0.214410
7256,0.518817,0.384478,0.070239,0.520781,0.114298,0.863027,0.792286,0.107762,0.978006,0.671551
5655,0.049826,0.793282,0.961024,0.636492,0.363063,0.589321,0.993989,0.129666,0.114409,0.129193
2337,0.384018,0.199559,0.299078,0.465895,0.473796,0.255310,0.314854,0.954679,0.483886,0.088419
6016,0.510636,0.083717,0.037321,0.779856,0.383608,0.162240,0.394918,0.630582,0.605156,0.470968
135567,0.322597,0.432850,0.448118,0.289848,0.788164,0.061518,0.888929,0.946056,0.160104,0.449057
234,0.311155,0.373376,0.773592,0.572111,0.086674,0.869334,0.929525,0.618872,0.884100,0.155250
6772,0.738973,0.714019,0.555061,0.164052,0.751239,0.679687,0.544999,0.921885,0.748402,0.165811
8838,0.897465,0.851369,0.223563,0.576809,0.567495,0.760095,0.045183,0.508769,0.312402,0.269091
32298,0.667103,0.794390,0.618325,0.428036,0.161346,0.891934,0.619592,0.931159,0.714505,0.477683
128846,0.657699,0.935488,0.653143,0.789460,0.834844,0.605065,0.816098,0.487858,0.282274,0.840243
46337,0.033155,0.559549,0.519684,0.368502,0.367671,0.317634,0.880048,0.958855,0.701421,0.474228
5258,0.252162,0.735834,0.317215,0.098937,0.247008,0.489553,0.147991,0.070140,0.024680,0.734852
56885,0.504630,0.650634,0.585397,0.362491,0.126717,0.603223,0.717270,0.353967,0.804386,0.975820
3068,0.906371,0.106565,0.126545,0.183985,0.034829,0.600920,0.530616,0.302659,0.992955,0.879680
5267,0.310003,0.140941,0.227180,0.444541,0.035236,0.374024,0.414296,0.603315,0.078216,0.259257
3911,0.661807,0.943473,0.176395,0.104797,0.523260,0.395995,0.977994,0.025245,0.588759,0.317638
65126,0.737234,0.220035,0.326243,0.863535,0.984967,0.675754,0.692412,0.442473,0.124609,0.730296
2670,0.717412,0.637566,0.501560,0.016639,0.404090,0.068889,0.927909,0.655520,0.864269,0.742905
4636,0.871549,0.872035,0.487751,0.226163,0.395670,0.724454,0.527845,0.677603,0.503770,0.028007
7560,0.378047,0.113742,0.703826,0.970112,0.408889,0.652781,0.790169,0.217759,0.436210,0.914485
241,0.960123,0.600472,0.288088,0.439179,0.223327,0.718851,0.947930,0.329626,0.914323,0.381810
59615,0.875009,0.156365,0.161594,0.037527,0.773693,0.453899,0.549400,0.876312,0.024853,0.941250
6565,0.580456,0.593708,0.145350,0.674695,0.490657,0.646998,0.719719,0.298615,0.961203,0.803874
2553,0.627455,0.619537,0.030340,0.110146,0.852399,0.165415,0.949565,0.667521,0.222846,0.429434
142507,0.995967,0.762319,0.850268,0.806126,0.115255,0.521375,0.855183,0.003762,0.421945,0.400685
54286,0.566198,0.982848,0.934510,0.095509,0.937735,0.389578,0.547002,0.205092,0.789733,0.296512
1601,0.138221,0.289131,0.093879,0.270992,0.239229,0.784515,0.821641,0.647906,0.005949,0.262509
1064,0.588683,0.148766,0.374310,0.210116,0.494900,0.824956,0.684064,0.819888,0.434230,0.968727
83332,0.637933,0.135895,0.327194,0.411650,0.600745,0.173321,0.422205,0.575320,0.538605,0.034898
90522,0.924915,0.700412,0.068632,0.965749,0.794309,0.302280,0.920127,0.833400,0.271733,0.396995
4842,0.244994,0.104680,0.182602,0.805176,0.512794,0.399058,0.223813,0.428822,0.056036,0.036783
45186,0.412162,0.583803,0.901719,0.564615,0.910306,0.125369,0.580951,0.030146,0.262500,0.913277
140757,0.513494,0.022807,0.076222,0.925513,0.993288,0.024800,0.626093,0.060546,0.960801,0.066306
1901,0.947879,0.151230,0.912337,0.708381,0.100876,0.881312,0.082887,0.213878,0.303219,0.267344
7236,0.788447,0.448411,0.379956,0.805322,0.018065,0.437550,0.952608,0.018433,0.750060,0.441718
908,0.970803,0.090471,0.167556,0.153426,0.482799,0.122195,0.949943,0.467815,0.334700,0.512587
3924,0.220806,0.365027,0.367250,0.446134,0.878077,0.599789,0.428531,0.373791,0.105488,0.884746
116985,0.163940,0.486906,0.256313,0.060494,0.653090,0.590469,0.874750,0.529592,0.196808,0.745135
469,0.123966,0.418292,0.916088,0.975036,0.262036,0.030380,0.695453,0.288411,0.713610,0.163264
5242,0.804888,0.846741,0.737599,0.394544,0.337709,0.889667,0.929840,0.029777,0.846696,0.758123
3997,0.609331,0.137451,0.211449,0.692182,0.973837,0.388362,0.219302,0.907180,0.602504,0.365975
761,0.662054,0.062326,0.481569,0.442221,0.532276,0.714769,0.843889,0.908081,0.628600,0.606581
231,0.888166,0.204489,0.678285,0.721697,0.003794,0.526989,0.905570,0.345074,0.118280,0.442683
8093,0.508916,0.640852,0.069965,0.402839,0.415747,0.638616,0.841415,0.358980,0.329543,0.430481
7308,0.714568,0.852230,0.701227,0.189540,0.737293,0.240303,0.154304,0.725333,0.115320,0.900879
6646,0.668272,0.242421,0.641643,0.785179,0.421533,0.703178,0.668864,0.764997,0.882504,0.533633
27423,0.746966,0.878330,0.494685,0.308631,0.344683,0.371026,0.586387,0.259994,0.360607,0.262738
437,0.693659,0.908547,0.314123,0.810206,0.204699,0.324149,0.862409,0.366539,0.538323,0.141880
127194,0.514692,0.231488,0.667320,0.056348,0.911624,0.388503,0.915567,0.405476,0.930014,0.991623
2430,0.470293,0.444969,0.887500,0.205420,0.413201,0.897825,0.424309,0.613937,0.721773,0.584146
8955,0.540382,0.359424,0.500161,0.543501,0.461897,0.857281,0.402434,0.363296,0.881998,0.850898
8963,0.469841,0.414542,0.996498,0.032718,0.341801,0.731752,0.710940,0.621237,0.200230,0.389516
118702,0.145038,0.102645,0.619773,0.571469,0.518134,0.793953,0.678219,0.270336,0.080706,0.146228
107141,0.661480,0.096634,0.179843,0.234167,0.935651,0.891441,0.668259,0.494275,0.504272,0.887158
6184,0.892347,0.803222,0.286457,0.430108,0.967759,0.491193,0.305938,0.672875,0.804997,0.732442
2797,0.595995,0.466908,0.990753,0.412333,0.514167,0.896146,0.916086,0.840350,0.692379,0.878791
6934,0.888844,0.531067,0.069301,0.584721,0.190734,0.658686,0.765960,0.487587,0.741665,0.129608
8643,0.948599,0.514735,0.954845,0.811853,0.424250,0.896523,0.160272,0.189421,0.803946,0.868845
84615,0.136851,0.993399,0.698157,0.832315,0.211742,0.837379,0.629216,0.140975,0.914583,0.336753
4471,0.855349,0.809546,0.500287,0.645775,0.407300,0.939018,0.177857,0.335394,0.869587,0.323547
271,0.320508,0.962880,0.408344,0.430661,0.457918,0.639008,0.970964,0.054901,0.017631,0.825414
2546,0.785428,0.152940,0.737539,0.054119,0.699686,0.535612,0.866405,0.741486,0.542220,0.464706
2982,0.411482,0.510067,0.701922,0.456913,0.637152,0.105102,0.062282,0.065599,0.952412,0.893782
74370,0.698105,0.190457,0.161985,0.299727,0.131751,0.581946,0.324888,0.581593,0.703164,0.317852
7706,0.687174,0.504596,0.341568,0.028135,0.728437,0.445790,0.724590,0.208820,0.868773,0.328553
99085,0.286827,0.596459,0.752760,0.726219,0.917002,0.165959,0.759174,0.664845,0.546770,0.951069
5061,0.600188,0.537070,0.934415,0.287419,0.186371,0.423669,0.383172,0.038311,0.617782,0.458768
4383,0.915989,0.962059,0.841168,0.898496,0.722616,0.334465,0.990406,0.995042,0.502009,0.346842
48791,0.152410,0.127156,0.710694,0.778738,0.331419,0.601163,0.468983,0.131943,0.716416,0.185921
2718,0.276613,0.294869,0.700552,0.712123,0.343602,0.040834,0.319296,0.814718,0.725728,0.553539
140751,0.054255,0.391170,0.133525,0.107692,0.820855,0.287131,0.174563,0.312347,0.790293,0.525405
783,0.167341,0.707442,0.866987,0.660873,0.802273,0.229169,0.016048,0.862618,0.599804,0.978188
6645,0.877211,0.135408,0.352580,0.872724,0.925573,0.999643,0.842547,0.265555,0.862388,0.534442
4409,0.118549,0.330330,0.900320,0.187713,0.695901,0.145597,0.854689,0.585603,0.408507,0.980526
3253,0.456533,0.754823,0.058843,0.410220,0.372562,0.978681,0.321244,0.226022,0.156950,0.021199
6788,0.340120,0.175950,0.279472,0.525451,0.983704,0.588208,0.084527,0.132068,0.465768,0.498184
181,0.896326,0.756534,0.491581,0.443523,0.011718,0.378351,0.106567,0.464024,0.312860,0.601642
107348,0.743561,0.909718,0.018872,0.838903,0.512743,0.160159,0.775311,0.044579,0.080335,0.166162
3129,0.244936,0.802015,0.277159,0.302596,0.286621,0.642919,0.806735,0.374917,0.874351,0.586375
34359,0.695480,0.275897,0.035952,0.509746,0.899730,0.792314,0.619450,0.390463,0.000042,0.789965
126106,0.363409,0.819789,0.268222,0.762778,0.118086,0.447145,0.909445,0.745112,0.327218,0.218304
79318,0.213396,0.192437,0.724521,0.148753,0.268677,0.091820,0.453972,0.131217,0.671901,0.665684
4619,0.477351,0.379299,0.812680,0.803877,0.983969,0.948444,0.131913,0.113140,0.766148,0.475940
2336,0.781706,0.807597,0.076177,0.363394,0.125315,0.340387,0.030331,0.545291,0.885767,0.600476
107999,0.821857,0.459916,0.700107,0.763170,0.271536,0.232512,0.498927,0.455002,0.908312,0.865394
6880,0.103733,0.904843,0.049558,0.769486,0.172700,0.346936,0.450334,0.030713,0.476525,0.440553
51927,0.948000,0.527294,0.338961,0.974323,0.590835,0.330870,0.628724,0.525819,0.777571,0.862975
5737,0.564528,0.006968,0.389164,0.177704,0.896047,0.268815,0.472771,0.989424,0.706117,0.488351
8954,0.151056,0.112045,0.476094,0.135674,0.100818,0.849233,0.617161,0.006297,0.635413,0.525985
5248,0.904006,0.696639,0.164170,0.832212,0.391087,0.802111,0.730007,0.832744,0.426448,0.633921
65,0.860230,0.064765,0.513366,0.941259,0.578252,0.796622,0.255831,0.569996,0.312657,0.841256
86644,0.931866,0.076065,0.668921,0.493962,0.128849,0.272099,0.189263,0.881081,0.452798,0.302737
5471,0.239246,0.333878,0.546670,0.874540,0.646367,0.523307,0.032206,0.022447,0.472399,0.171087
91325,0.029444,0.905914,0.887623,0.152983,0.011954,0.430223,0.195372,0.305735,0.690292,0.041852
3831,0.650772,0.164449,0.117953,0.949493,0.224062,0.674650,0.593680,0.900407,0.675284,0.749035
59725,0.905886,0.393261,0.845018,0.119174,0.997907,0.929316,0.345586,0.745333,0.608758,0.377238
2010,0.411356,0.947184,0.095633,0.080926,0.376171,0.816524,0.568613,1.001361,0.597429,0.044959
99030,0.898736,0.420090,0.236594,0.825292,0.041119,0.742170,0.755957,0.752154,0.087249,0.677414
71252,0.031086,0.024445,0.816981,0.166183,0.703875,0.926867,0.436491,0.619513,0.901664,0.718837
26788,0.900074,0.149044,0.986049,0.123024,0.225689,0.438451,0.988833,0.264272,0.225575,0.503819
71180,0.827691,0.783798,0.533362,0.144871,0.443723,0.108169,0.856888,0.440545,0.825356,0.675549
7437,0.048323,0.755273,0.420581,0.490551,0.156374,0.300237,0.703720,0.923277,0.107926,0.371212
1241,0.374370,0.663695,0.371471,0.568219,0.979366,0.530501,0.375044,0.202735,0.128428,0.298667
72720,0.631212,0.317957,0.438179,0.458718,0.891391,0.434537,0.554746,0.495527,0.687782,0.271250
27731,0.895072,0.792289,0.193896,0.597989,0.331428,0.139565,0.094591,0.097791,0.771861,0.482382
6612,0.046231,0.770701,0.955731,0.400728,0.953748,0.335723,0.714013,0.229498,0.258988,0.996107
88163,0.605012,0.435648,0.008170,0.102950,0.930887,0.470782,0.568300,0.513522,0.088718,0.543742
5264,0.163744,0.957994,0.164791,0.799695,0.935190,0.572464,0.540816,0.578602,0.488321,0.056206
2528,0.297609,0.460571,0.288008,0.872752,0.084334,0.825233,0.462230,0.060309,0.293911,0.743842
8136,0.745471,0.771430,0.596727,0.446040,0.932270,0.966433,0.676527,0.345885,0.446307,0.373416
8947,0.651405,0.474235,0.615117,0.172040,0.386213,0.325211,0.761217,0.985467,0.781521,0.984818
